# nmeas_total =          700
# k  T  Q  count
   1     0.200000    -64           78
   1     0.200000    -63            0
   1     0.200000    -62           21
   1     0.200000    -61            0
   1     0.200000    -60            1
   1     0.200000    -59            0
   1     0.200000    -58            0
   1     0.200000    -57            0
   1     0.200000    -56            5
   1     0.200000    -55            0
   1     0.200000    -54            2
   1     0.200000    -53            0
   1     0.200000    -52            2
   1     0.200000    -51            0
   1     0.200000    -50            2
   1     0.200000    -49            0
   1     0.200000    -48            3
   1     0.200000    -47            0
   1     0.200000    -46            1
   1     0.200000    -45            0
   1     0.200000    -44           13
   1     0.200000    -43            0
   1     0.200000    -42            2
   1     0.200000    -41            0
   1     0.200000    -40            0
   1     0.200000    -39            0
   1     0.200000    -38            0
   1     0.200000    -37            0
   1     0.200000    -36            0
   1     0.200000    -35            0
   1     0.200000    -34            0
   1     0.200000    -33            0
   1     0.200000    -32            0
   1     0.200000    -31            0
   1     0.200000    -30            0
   1     0.200000    -29            0
   1     0.200000    -28            0
   1     0.200000    -27            0
   1     0.200000    -26            0
   1     0.200000    -25            0
   1     0.200000    -24            0
   1     0.200000    -23            0
   1     0.200000    -22            0
   1     0.200000    -21            0
   1     0.200000    -20            9
   1     0.200000    -19            0
   1     0.200000    -18           13
   1     0.200000    -17            0
   1     0.200000    -16            2
   1     0.200000    -15            0
   1     0.200000    -14           83
   1     0.200000    -13            0
   1     0.200000    -12           33
   1     0.200000    -11            0
   1     0.200000    -10            0
   1     0.200000     -9            0
   1     0.200000     -8            0
   1     0.200000     -7            0
   1     0.200000     -6            0
   1     0.200000     -5            0
   1     0.200000     -4            0
   1     0.200000     -3            0
   1     0.200000     -2            0
   1     0.200000     -1            0
   1     0.200000      0            0
   1     0.200000      1            0
   1     0.200000      2            0
   1     0.200000      3            0
   1     0.200000      4            0
   1     0.200000      5            0
   1     0.200000      6            0
   1     0.200000      7            0
   1     0.200000      8            0
   1     0.200000      9            0
   1     0.200000     10            1
   1     0.200000     11            0
   1     0.200000     12           46
   1     0.200000     13            0
   1     0.200000     14          149
   1     0.200000     15            0
   1     0.200000     16            5
   1     0.200000     17            0
   1     0.200000     18           16
   1     0.200000     19            0
   1     0.200000     20            3
   1     0.200000     21            0
   1     0.200000     22            0
   1     0.200000     23            0
   1     0.200000     24            2
   1     0.200000     25            0
   1     0.200000     26            0
   1     0.200000     27            0
   1     0.200000     28            0
   1     0.200000     29            0
   1     0.200000     30            0
   1     0.200000     31            0
   1     0.200000     32            0
   1     0.200000     33            0
   1     0.200000     34            0
   1     0.200000     35            0
   1     0.200000     36            0
   1     0.200000     37            0
   1     0.200000     38            0
   1     0.200000     39            0
