# nmeas_total =          700
# k  T  Q  count
   1     0.200000    -64          113
   1     0.200000    -63            0
   1     0.200000    -62           24
   1     0.200000    -61            0
   1     0.200000    -60           98
   1     0.200000    -59            0
   1     0.200000    -58           22
   1     0.200000    -57            0
   1     0.200000    -56            2
   1     0.200000    -55            0
   1     0.200000    -54            4
   1     0.200000    -53            0
   1     0.200000    -52            3
   1     0.200000    -51            0
   1     0.200000    -50            3
   1     0.200000    -49            0
   1     0.200000    -48           19
   1     0.200000    -47            0
   1     0.200000    -46            5
   1     0.200000    -45            0
   1     0.200000    -44            1
   1     0.200000    -43            0
   1     0.200000    -42            0
   1     0.200000    -41            0
   1     0.200000    -40            0
   1     0.200000    -39            0
   1     0.200000    -38            0
   1     0.200000    -37            0
   1     0.200000    -36            1
   1     0.200000    -35            0
   1     0.200000    -34            0
   1     0.200000    -33            0
   1     0.200000    -32            3
   1     0.200000    -31            0
   1     0.200000    -30            0
   1     0.200000    -29            0
   1     0.200000    -28            0
   1     0.200000    -27            0
   1     0.200000    -26            0
   1     0.200000    -25            0
   1     0.200000    -24            0
   1     0.200000    -23            0
   1     0.200000    -22            0
   1     0.200000    -21            0
   1     0.200000    -20            0
   1     0.200000    -19            0
   1     0.200000    -18            0
   1     0.200000    -17            0
   1     0.200000    -16            0
   1     0.200000    -15            0
   1     0.200000    -14            0
   1     0.200000    -13            0
   1     0.200000    -12            0
   1     0.200000    -11            0
   1     0.200000    -10            0
   1     0.200000     -9            0
   1     0.200000     -8            0
   1     0.200000     -7            0
   1     0.200000     -6            0
   1     0.200000     -5            0
   1     0.200000     -4            0
   1     0.200000     -3            0
   1     0.200000     -2            0
   1     0.200000     -1            0
   1     0.200000      0            0
   1     0.200000      1            0
   1     0.200000      2            0
   1     0.200000      3            0
   1     0.200000      4            0
   1     0.200000      5            0
   1     0.200000      6            0
   1     0.200000      7            0
   1     0.200000      8            0
   1     0.200000      9            0
   1     0.200000     10            0
   1     0.200000     11            0
   1     0.200000     12            0
   1     0.200000     13            0
   1     0.200000     14            0
   1     0.200000     15            0
   1     0.200000     16            0
   1     0.200000     17            0
   1     0.200000     18            0
   1     0.200000     19            0
   1     0.200000     20            0
   1     0.200000     21            0
   1     0.200000     22            0
   1     0.200000     23            0
   1     0.200000     24            0
   1     0.200000     25            0
   1     0.200000     26            0
   1     0.200000     27            0
   1     0.200000     28            0
   1     0.200000     29            0
   1     0.200000     30            0
   1     0.200000     31            0
   1     0.200000     32            3
   1     0.200000     33            0
   1     0.200000     34            2
   1     0.200000     35            0
   1     0.200000     36            3
   1     0.200000     37            0
   1     0.200000     38            0
   1     0.200000     39            0
   1     0.200000     40            0
   1     0.200000     41            0
   1     0.200000     42            1
   1     0.200000     43            0
   1     0.200000     44            1
   1     0.200000     45            0
   1     0.200000     46            9
   1     0.200000     47            0
   1     0.200000     48           31
   1     0.200000     49            0
   1     0.200000     50            2
   1     0.200000     51            0
   1     0.200000     52            2
   1     0.200000     53            0
   1     0.200000     54            3
   1     0.200000     55            0
   1     0.200000     56            3
   1     0.200000     57            0
   1     0.200000     58           41
   1     0.200000     59            0
